iter	Logloss
501	0.259156658
502	0.2591474739
503	0.2591040836
504	0.2590662975
505	0.2590327835
506	0.2589682072
507	0.2589426865
508	0.2589138698
509	0.2588989286
510	0.2588104372
511	0.2587833234
512	0.2587535791
513	0.2587368231
514	0.2587077771
515	0.2585751728
516	0.2584900332
517	0.2584431781
518	0.2584272048
519	0.2583922668
520	0.258356284
521	0.2583244574
522	0.2582689115
523	0.2582633712
524	0.2581957479
525	0.2581543495
526	0.258129216
527	0.2581045989
528	0.2580404044
529	0.2580387518
530	0.2579942619
531	0.2579220659
532	0.2578500675
533	0.257778131
534	0.2577577951
535	0.2577434386
536	0.2577403392
537	0.2576930342
538	0.2576658806
539	0.2576082266
540	0.2575365546
541	0.2575141805
542	0.2575005524
543	0.2574579719
544	0.2574206649
545	0.2574037528
546	0.2573708264
547	0.2572713182
548	0.2571870309
549	0.2571234142
550	0.2571160922
551	0.2570896243
552	0.2570563713
553	0.2569587061
554	0.2569395168
555	0.2568447823
556	0.2568115858
557	0.2567628822
558	0.2567456225
559	0.256728101
560	0.2566996417
561	0.2566945033
562	0.2566249973
563	0.2565750397
564	0.2565287082
565	0.2564949436
566	0.256463212
567	0.2564623075
568	0.2564614767
569	0.2564263987
570	0.2563963936
571	0.2563896194
572	0.2563546559
573	0.2563252441
574	0.2563134121
575	0.2562382921
576	0.2561687055
577	0.2560891872
578	0.2560550197
579	0.2560382794
580	0.2559906106
581	0.2559754019
582	0.2559532743
583	0.2559092743
584	0.2558515611
585	0.2558497553
586	0.2557617248
587	0.2557319946
588	0.2556590914
589	0.2556553376
590	0.255644776
591	0.2556230208
592	0.2556214326
593	0.2555570813
594	0.2554971598
595	0.2554817109
596	0.2554559714
597	0.2554552151
598	0.2554251127
599	0.2553833901
600	0.2553517413
601	0.2553493973
602	0.2553143433
603	0.2553117231
604	0.2552812398
605	0.2552594726
606	0.2552230873
607	0.2551968401
608	0.2551681463
609	0.2550837502
610	0.2550360978
611	0.2550133505
612	0.2549953928
613	0.2549539692
614	0.2549191255
615	0.2548757062
616	0.2548378516
617	0.254782465
618	0.2547739742
619	0.2547644244
620	0.2547463892
621	0.2547322783
622	0.2547315684
623	0.2546939586
624	0.2546641716
625	0.2546635531
626	0.2546431962
627	0.2546341943
628	0.2545833206
629	0.2545747392
630	0.2544991337
631	0.254442236
632	0.2544023776
633	0.2543592191
634	0.2543060057
635	0.2542645473
636	0.2541664417
637	0.2541073013
638	0.2540511545
639	0.2539931244
640	0.2539526693
641	0.2539028957
642	0.2538749745
643	0.2538717763
644	0.2538519587
645	0.2538261279
646	0.2537949993
647	0.2537613281
648	0.2536903707
649	0.2536402828
650	0.2536193253
651	0.253595936
652	0.2535768086
653	0.2535584344
654	0.2535152453
655	0.2534921979
656	0.2534742684
657	0.2534497816
658	0.2533870628
659	0.2533730601
660	0.2533708939
661	0.2532875823
662	0.2532425102
663	0.2532318304
664	0.2532115453
665	0.2531792824
666	0.2531588903
667	0.2531023451
668	0.2530764253
669	0.2530505178
670	0.2530499909
671	0.2530216895
672	0.2529688348
673	0.2529566303
674	0.2529385333
675	0.2529155008
676	0.2528837174
677	0.2528253763
678	0.2527979341
679	0.2527864772
680	0.2527479036
681	0.2527241998
682	0.2526707794
683	0.2525915483
684	0.2525735765
685	0.2525489415
686	0.2525382377
687	0.2525212657
688	0.2524974668
689	0.2524662516
690	0.2524455769
691	0.2524080647
692	0.2524023902
693	0.2523356591
694	0.25230303
695	0.2522920367
696	0.2522683238
697	0.2522617178
698	0.2522249254
699	0.2522009567
700	0.2521395571
701	0.2521247996
702	0.2521187367
703	0.2520740862
704	0.2520588384
705	0.2520121042
706	0.2519690513
707	0.2519143972
708	0.251872012
709	0.2518468865
710	0.2518037479
711	0.2517730536
712	0.2517569507
713	0.2517112338
714	0.251647661
715	0.2516306853
716	0.2515874412
717	0.2515435257
718	0.2515150612
719	0.2514931958
720	0.2513997004
721	0.2513323855
722	0.2513193465
723	0.2512780679
724	0.2512344758
725	0.251169434
726	0.2511125775
727	0.2510973466
728	0.2510838597
729	0.2510611206
730	0.2510025724
731	0.2509924176
732	0.250915722
733	0.2508766083
734	0.2508404648
735	0.2507912375
736	0.2507786355
737	0.2507366627
738	0.250692289
739	0.2506541482
740	0.2506502573
741	0.2506349436
742	0.2506078327
743	0.2505687745
744	0.2505532049
745	0.2505268131
746	0.2505051281
747	0.2504878389
748	0.2504601887
749	0.2504493681
750	0.2504204436
751	0.2503772447
752	0.2503349018
753	0.2502987144
754	0.2502917658
755	0.2502213874
756	0.2501840642
757	0.2501648017
758	0.2501479028
759	0.2501202554
760	0.2500953639
761	0.2500308914
762	0.2500040983
763	0.2499891179
764	0.2499632932
765	0.2499089076
766	0.2498812469
767	0.2498542921
768	0.249806485
769	0.2497880164
770	0.2497320203
771	0.2497180565
772	0.2496870344
773	0.2496690535
774	0.2496479487
775	0.2496245727
776	0.24959626
777	0.2495830822
778	0.2495480202
779	0.2495205227
780	0.2495069579
781	0.2494450101
782	0.2494294381
783	0.2493964577
784	0.2493630363
785	0.2493472347
786	0.2492729717
787	0.2492516187
788	0.2491890779
789	0.2491772812
790	0.24916297
791	0.2491611193
792	0.2490498898
793	0.2489891163
794	0.2489692653
795	0.2489281258
796	0.248904566
797	0.2488243448
798	0.2488132059
799	0.248723754
800	0.2486973048
801	0.2486497633
802	0.2486160892
803	0.2486127356
804	0.248572526
805	0.2485159016
806	0.2484578173
807	0.2484435274
808	0.2484275876
809	0.248377648
810	0.2483282984
811	0.2483197286
812	0.2482782471
813	0.2482607405
814	0.2482389625
815	0.2482092893
816	0.2481781351
817	0.2481614121
818	0.2481521152
819	0.2481375489
820	0.2480914956
821	0.2480618751
822	0.2480057919
823	0.2479829783
824	0.2479521606
825	0.247938434
826	0.2479194179
827	0.2478565468
828	0.2478365543
829	0.2478270956
830	0.2478190447
831	0.247796511
832	0.2477844146
833	0.2477690729
834	0.2477112789
835	0.2476903479
836	0.2476658873
837	0.2476475879
838	0.2476242353
839	0.247608006
840	0.2475414233
841	0.2475083843
842	0.2474908055
843	0.2474719349
844	0.2474586796
845	0.2474320816
846	0.2473700444
847	0.2473301966
848	0.247297364
849	0.2472478218
850	0.2472373674
851	0.2471981133
852	0.2471462188
853	0.2471025351
854	0.2470957445
855	0.2470452719
856	0.247014249
857	0.2470141154
858	0.2469883658
859	0.2469227439
860	0.2468707479
861	0.2468201145
862	0.246788188
863	0.2467671701
864	0.2467658544
865	0.2467582289
866	0.2467340213
867	0.2467006019
868	0.2466581851
869	0.2466113099
870	0.2465952536
871	0.2465498527
872	0.2465344789
873	0.2464799927
874	0.2463972211
875	0.246382775
876	0.2463737684
877	0.2463669562
878	0.2463405655
879	0.2463308873
880	0.2463090799
881	0.2463051863
882	0.2462503141
883	0.2462262268
884	0.2462078171
885	0.2461902186
886	0.2461751253
887	0.2461535713
888	0.2461311018
889	0.2460843147
890	0.2460580815
891	0.2460274978
892	0.2460109282
893	0.2459804209
894	0.2459522492
895	0.2459521428
896	0.2459237609
897	0.2458914772
898	0.2458787953
899	0.2458556108
900	0.2458447668
901	0.2458010981
902	0.2457702667
903	0.2457606358
904	0.2457428361
905	0.2456973016
906	0.2456531273
907	0.2456267276
908	0.2455808722
909	0.2455309836
910	0.2455175671
911	0.2454880651
912	0.2454674149
913	0.2454555544
914	0.2454357427
915	0.2454215584
916	0.2453908198
917	0.2453464877
918	0.2453189094
919	0.2452799365
920	0.2452615714
921	0.2452434288
922	0.2452253625
923	0.2452019365
924	0.2451448397
925	0.2451448176
926	0.2451400628
927	0.2450850626
928	0.2450714685
929	0.2450080846
930	0.2449503823
931	0.2448940606
932	0.2448455453
933	0.2448293697
934	0.2448066551
935	0.2447940637
936	0.2447077272
937	0.2446286884
938	0.2446058215
939	0.2445750029
940	0.2445442726
941	0.2445003444
942	0.2444713524
943	0.2444308959
944	0.2443327792
945	0.2443286632
946	0.244266146
947	0.2442603662
948	0.2442297148
949	0.2441797033
950	0.2441267693
951	0.2440876656
952	0.2440766804
953	0.2440667358
954	0.2440449965
955	0.2440243625
956	0.2439493715
957	0.2439244131
958	0.2438781012
959	0.2438289632
960	0.2437679183
961	0.2437510331
962	0.2436798278
963	0.2436583367
964	0.2436051504
965	0.2435811482
966	0.2435560776
967	0.2435259305
968	0.2434720312
969	0.2434497463
970	0.2434185455
971	0.2434055632
972	0.2433138073
973	0.2432936166
974	0.2432457444
975	0.243187155
976	0.2431545479
977	0.2431131575
978	0.2430937705
979	0.2430768901
980	0.2430530532
981	0.2430477428
982	0.2430401762
983	0.2430255628
984	0.2429999983
985	0.2429828944
986	0.242964884
987	0.2429260066
988	0.2429120636
989	0.2428697273
990	0.2428509393
991	0.2428129224
992	0.2427853312
993	0.2427627824
994	0.2427441984
995	0.242708629
996	0.2426975404
997	0.2426599879
998	0.2426313668
999	0.2425891921
